bidVolume,bidPrice,askVolume,askPrice,timestamp
76,5204.75,48,5205.0,10:00:00.006530391
76,5204.75,49,5205.0,10:00:00.006588027
76,5204.75,48,5205.0,10:00:00.006625811
76,5204.75,48,5205.0,10:00:00.006710948
75,5204.75,48,5205.0,10:00:00.006741314
75,5204.75,49,5205.0,10:00:00.007056229
75,5204.75,50,5205.0,10:00:00.007150170
75,5204.75,52,5205.0,10:00:00.007190884
75,5204.75,51,5205.0,10:00:00.007269190
75,5204.75,50,5205.0,10:00:00.007326295
75,5204.75,51,5205.0,10:00:00.007483351
75,5204.75,50,5205.0,10:00:00.007500177
75,5204.75,48,5205.0,10:00:00.008139418
75,5204.75,49,5205.0,10:00:00.009337724
75,5204.75,46,5205.0,10:00:00.009436046
75,5204.75,58,5205.0,10:00:00.009707898
75,5204.75,59,5205.0,10:00:00.009801170
74,5204.75,59,5205.0,10:00:00.010849559
74,5204.75,63,5205.0,10:00:00.010918777
74,5204.75,64,5205.0,10:00:00.010937526
74,5204.75,64,5205.0,10:00:00.010949555
75,5204.75,64,5205.0,10:00:00.010957728
75,5204.75,64,5205.0,10:00:00.011012513
72,5204.75,64,5205.0,10:00:00.011127015
71,5204.75,64,5205.0,10:00:00.011270422
70,5204.75,64,5205.0,10:00:00.011289092
70,5204.75,65,5205.0,10:00:00.011369909
70,5204.75,66,5205.0,10:00:00.011379228
70,5204.75,67,5205.0,10:00:00.011503253
70,5204.75,66,5205.0,10:00:00.011614673
72,5204.75,66,5205.0,10:00:00.011834603
72,5204.75,65,5205.0,10:00:00.011931319
72,5204.75,64,5205.0,10:00:00.012497033
72,5204.75,63,5205.0,10:00:00.014619619
72,5204.75,62,5205.0,10:00:00.017926255
72,5204.75,63,5205.0,10:00:00.018035134
73,5204.75,63,5205.0,10:00:00.018639927
73,5204.75,63,5205.0,10:00:00.018743133
73,5204.75,63,5205.0,10:00:00.018743133
73,5204.75,59,5205.0,10:00:00.021202820
73,5204.75,58,5205.0,10:00:00.021302077
73,5204.75,57,5205.0,10:00:00.021523745
73,5204.75,56,5205.0,10:00:00.023491116
73,5204.75,57,5205.0,10:00:00.023591383
73,5204.75,51,5205.0,10:00:00.024429986
73,5204.75,51,5205.0,10:00:00.029724057
73,5204.75,51,5205.0,10:00:00.029729846
