bidVolume,bidPrice,askVolume,askPrice,timestamp
3,2320.8,5,2321.0,09:45:00.008175458
2,2320.8,5,2321.0,09:45:00.030689413
2,2320.8,1,2320.9,09:45:00.030833719
2,2320.8,2,2320.9,09:45:00.030864374
1,2320.8,2,2320.9,09:45:00.030887695
1,2320.8,3,2320.9,09:45:00.030911484
1,2320.8,3,2320.9,09:45:00.031058380
1,2320.8,3,2320.9,09:45:00.031071894
5,2320.7,3,2320.9,09:45:00.031206892
5,2320.7,3,2320.9,09:45:00.031206892
4,2320.7,3,2320.9,09:45:00.031365689
4,2320.7,3,2320.9,09:45:00.031534812
4,2320.7,4,2320.9,09:45:00.031674952
4,2320.7,5,2320.9,09:45:00.031691084
3,2320.7,5,2320.9,09:45:00.031711834
3,2320.7,1,2320.8,09:45:00.031948001
2,2320.7,1,2320.8,09:45:00.031989077
2,2320.7,2,2320.8,09:45:00.032047619
1,2320.7,2,2320.8,09:45:00.032106824
1,2320.7,3,2320.8,09:45:00.032378689
1,2320.7,3,2320.8,09:45:00.032389409
1,2320.7,3,2320.8,09:45:00.032421116
1,2320.7,3,2320.8,09:45:00.032455624
1,2320.7,4,2320.8,09:45:00.032493027
1,2320.7,3,2320.8,09:45:00.032780575
1,2320.7,3,2320.8,09:45:00.032792012
3,2320.6,3,2320.8,09:45:00.032897550
3,2320.6,3,2320.8,09:45:00.032897550
3,2320.6,2,2320.8,09:45:00.033088447
3,2320.6,2,2320.8,09:45:00.033228539
1,2320.7,2,2320.8,09:45:00.033288668
3,2320.6,2,2320.8,09:45:00.033412962
3,2320.6,2,2320.8,09:45:00.033412962
3,2320.6,3,2320.8,09:45:00.033448396
3,2320.6,4,2320.8,09:45:00.034628430
3,2320.6,4,2320.8,09:45:00.039941622
3,2320.6,1,2320.7,09:45:00.040631095
3,2320.6,1,2320.7,09:45:00.040833928
2,2320.6,1,2320.7,09:45:00.040860559
2,2320.6,1,2320.7,09:45:00.040869673
2,2320.6,2,2320.7,09:45:00.041025126
2,2320.6,2,2320.7,09:45:00.041034137
1,2320.6,2,2320.7,09:45:00.041078140
5,2320.5,2,2320.7,09:45:00.041436148
5,2320.5,2,2320.7,09:45:00.041436148
5,2320.5,1,2320.7,09:45:00.041454005
5,2320.5,2,2320.7,09:45:00.041549091
4,2320.5,2,2320.7,09:45:00.041628840
4,2320.5,3,2320.7,09:45:00.041650703
4,2320.5,3,2320.7,09:45:00.041662127
4,2320.5,3,2320.7,09:45:00.041679263
5,2320.5,3,2320.7,09:45:00.041797323
5,2320.5,3,2320.7,09:45:00.041867328
5,2320.5,3,2320.7,09:45:00.041867328
1,2320.6,3,2320.7,09:45:00.041996085
1,2320.6,3,2320.7,09:45:00.042018509
