bidVolume,bidPrice,askVolume,askPrice,timestamp
44,5225.5,120,5225.75,12:30:00.005620971
44,5225.5,120,5225.75,12:30:00.006309068
44,5225.5,120,5225.75,12:30:00.006323200
44,5225.5,120,5225.75,12:30:00.011225557
44,5225.5,120,5225.75,12:30:00.011331805
36,5225.5,120,5225.75,12:30:00.016377140
36,5225.5,122,5225.75,12:30:00.016475148
36,5225.5,122,5225.75,12:30:00.016482332
36,5225.5,122,5225.75,12:30:00.016500262
34,5225.5,122,5225.75,12:30:00.016680749
31,5225.5,122,5225.75,12:30:00.016687565
30,5225.5,122,5225.75,12:30:00.016792130
29,5225.5,122,5225.75,12:30:00.016885638
26,5225.5,122,5225.75,12:30:00.017073467
26,5225.5,128,5225.75,12:30:00.017226526
23,5225.5,128,5225.75,12:30:00.017311392
23,5225.5,128,5225.75,12:30:00.020692350
22,5225.5,128,5225.75,12:30:00.023479301
20,5225.5,128,5225.75,12:30:00.023549716
19,5225.5,128,5225.75,12:30:00.023558084
18,5225.5,128,5225.75,12:30:00.023675706
18,5225.5,128,5225.75,12:30:00.023675706
18,5225.5,128,5225.75,12:30:00.023991901
18,5225.5,128,5225.75,12:30:00.023991901
18,5225.5,128,5225.75,12:30:00.024028299
18,5225.5,128,5225.75,12:30:00.024028299
18,5225.5,128,5225.75,12:30:00.024174459
18,5225.5,128,5225.75,12:30:00.024174459
18,5225.5,128,5225.75,12:30:00.024217762
18,5225.5,128,5225.75,12:30:00.024217762
18,5225.5,128,5225.75,12:30:00.024400137
18,5225.5,128,5225.75,12:30:00.024400137
18,5225.5,122,5225.75,12:30:00.024587183
18,5225.5,122,5225.75,12:30:00.024692171
18,5225.5,122,5225.75,12:30:00.030697482
18,5225.5,122,5225.75,12:30:00.034772400
18,5225.5,122,5225.75,12:30:00.051286313
18,5225.5,122,5225.75,12:30:00.051421138
18,5225.5,122,5225.75,12:30:00.051516798
18,5225.5,122,5225.75,12:30:00.052748381
18,5225.5,122,5225.75,12:30:00.070679753
18,5225.5,122,5225.75,12:30:00.080739444
17,5225.5,122,5225.75,12:30:00.082599174
17,5225.5,122,5225.75,12:30:00.082701207
13,5225.5,122,5225.75,12:30:00.082708769
13,5225.5,122,5225.75,12:30:00.082815386
6,5225.5,122,5225.75,12:30:00.082824100
6,5225.5,122,5225.75,12:30:00.090724909
6,5225.5,122,5225.75,12:30:00.090829052
6,5225.5,122,5225.75,12:30:00.100699523
6,5225.5,122,5225.75,12:30:00.110686767
9,5225.5,122,5225.75,12:30:00.112692503
16,5225.5,122,5225.75,12:30:00.112713163
19,5225.5,122,5225.75,12:30:00.112788508
24,5225.5,122,5225.75,12:30:00.112794685
27,5225.5,122,5225.75,12:30:00.112799350
27,5225.5,122,5225.75,12:30:00.112813210
28,5225.5,122,5225.75,12:30:00.112901487
29,5225.5,122,5225.75,12:30:00.112909093
29,5225.5,122,5225.75,12:30:00.120684303
28,5225.5,122,5225.75,12:30:00.123019783
25,5225.5,122,5225.75,12:30:00.155719315
20,5225.5,122,5225.75,12:30:00.155813797
17,5225.5,122,5225.75,12:30:00.155840169
10,5225.5,122,5225.75,12:30:00.155923326
9,5225.5,122,5225.75,12:30:00.155928676
9,5225.5,122,5225.75,12:30:00.155939733
6,5225.5,122,5225.75,12:30:00.156020874
13,5225.5,122,5225.75,12:30:00.231178733
16,5225.5,122,5225.75,12:30:00.231302207
21,5225.5,122,5225.75,12:30:00.231313430
24,5225.5,122,5225.75,12:30:00.231320086
21,5225.5,122,5225.75,12:30:00.233108276
16,5225.5,122,5225.75,12:30:00.233114292
13,5225.5,122,5225.75,12:30:00.233121181
6,5225.5,122,5225.75,12:30:00.233220937
6,5225.5,120,5225.75,12:30:00.300584632
7,5225.5,120,5225.75,12:30:00.300633770
8,5225.5,120,5225.75,12:30:00.300648381
13,5225.5,120,5225.75,12:30:00.300658852
14,5225.5,120,5225.75,12:30:00.300676916
14,5225.5,121,5225.75,12:30:00.300692933
13,5225.5,121,5225.75,12:30:00.300697979
8,5225.5,121,5225.75,12:30:00.316986707
7,5225.5,121,5225.75,12:30:00.317091532
6,5225.5,121,5225.75,12:30:00.317097407
13,5225.5,121,5225.75,12:30:00.357353098
18,5225.5,121,5225.75,12:30:00.357441938
23,5225.5,121,5225.75,12:30:00.357452588
24,5225.5,121,5225.75,12:30:00.357466636
32,5225.5,121,5225.75,12:30:00.357473087
33,5225.5,121,5225.75,12:30:00.357567371
34,5225.5,121,5225.75,12:30:00.357577758
35,5225.5,121,5225.75,12:30:00.357620821
35,5225.5,121,5225.75,12:30:00.365945722
35,5225.5,121,5225.75,12:30:00.365945722
35,5225.5,121,5225.75,12:30:00.368223093
35,5225.5,121,5225.75,12:30:00.368223093
35,5225.5,121,5225.75,12:30:00.368343072
35,5225.5,121,5225.75,12:30:00.368461148
36,5225.5,121,5225.75,12:30:00.379780183
35,5225.5,121,5225.75,12:30:00.379943312
35,5225.5,121,5225.75,12:30:00.412990618
27,5225.5,121,5225.75,12:30:00.440655924
22,5225.5,121,5225.75,12:30:00.440745065
21,5225.5,121,5225.75,12:30:00.440754291
16,5225.5,121,5225.75,12:30:00.440781427
15,5225.5,121,5225.75,12:30:00.440831243
14,5225.5,121,5225.75,12:30:00.440865678
13,5225.5,121,5225.75,12:30:00.440878114
17,5225.5,121,5225.75,12:30:00.447433213
21,5225.5,121,5225.75,12:30:00.447441366
23,5225.5,121,5225.75,12:30:00.447455203
