bidVolume,bidPrice,askVolume,askPrice,timestamp
3,2373.6,4,2373.8,09:15:00.102058775
3,2373.6,4,2373.8,09:15:00.102193898
3,2373.6,4,2373.8,09:15:00.235543341
2,2373.6,4,2373.8,09:15:00.254389616
2,2373.6,1,2373.7,09:15:00.254550735
1,2373.6,1,2373.7,09:15:00.254704083
1,2373.6,1,2373.7,09:15:00.254760647
2,2373.6,1,2373.7,09:15:00.266880306
2,2373.6,5,2373.8,09:15:00.267016664
2,2373.6,5,2373.8,09:15:00.267016664
3,2373.6,5,2373.8,09:15:00.267091552
2,2373.6,5,2373.8,09:15:00.269914627
2,2373.6,5,2373.8,09:15:00.273497719
2,2373.6,1,2373.7,09:15:00.285005663
1,2373.6,1,2373.7,09:15:00.285181875
2,2373.6,1,2373.7,09:15:00.456108024
3,2373.6,1,2373.7,09:15:00.456273817
2,2373.6,1,2373.7,09:15:00.666915654
3,2373.6,1,2373.7,09:15:01.015419342
3,2373.6,5,2373.8,09:15:01.015522167
3,2373.6,5,2373.8,09:15:01.015522167
4,2373.6,5,2373.8,09:15:01.015588287
5,2373.6,5,2373.8,09:15:01.015805057
5,2373.6,4,2373.8,09:15:01.015848301
5,2373.6,3,2373.8,09:15:01.015881492
4,2373.6,3,2373.8,09:15:01.016159267
4,2373.6,3,2373.8,09:15:01.023956548
3,2373.6,3,2373.8,09:15:01.070387597
3,2373.6,4,2373.8,09:15:01.070501718
2,2373.6,4,2373.8,09:15:01.070544010
3,2373.6,4,2373.8,09:15:01.070598215
4,2373.6,4,2373.8,09:15:01.070836985
4,2373.6,3,2373.8,09:15:01.070963368
5,2373.6,3,2373.8,09:15:01.070983916
5,2373.6,3,2373.8,09:15:01.083229363
5,2373.6,2,2373.8,09:15:01.083503637
5,2373.6,2,2373.8,09:15:01.083615857
1,2373.7,2,2373.8,09:15:01.347064329
2,2373.7,2,2373.8,09:15:01.347282308
2,2373.7,2,2373.8,09:15:01.347374717
2,2373.7,2,2373.8,09:15:01.347393334
2,2373.7,1,2373.8,09:15:01.347452075
3,2373.7,1,2373.8,09:15:01.347471240
3,2373.7,1,2373.8,09:15:01.347487349
2,2373.7,1,2373.8,09:15:01.347523107
1,2373.7,1,2373.8,09:15:01.347639931
1,2373.7,4,2373.9,09:15:01.347667535
1,2373.7,4,2373.9,09:15:01.347667535
7,2373.6,4,2373.9,09:15:01.347696253
7,2373.6,4,2373.9,09:15:01.347696253
8,2373.6,4,2373.9,09:15:01.347735005
8,2373.6,4,2373.9,09:15:01.347785080
8,2373.6,1,2373.8,09:15:01.347808037
8,2373.6,1,2373.8,09:15:01.347870701
8,2373.6,1,2373.8,09:15:01.347886701
7,2373.6,1,2373.8,09:15:01.347936238
6,2373.6,1,2373.8,09:15:01.347999219
5,2373.6,1,2373.8,09:15:01.348017997
1,2373.7,1,2373.8,09:15:01.348042759
1,2373.7,2,2373.8,09:15:01.348117182
1,2373.7,2,2373.8,09:15:01.356266003
2,2373.7,2,2373.8,09:15:01.430534218
2,2373.7,2,2373.8,09:15:01.430643555
2,2373.7,1,2373.8,09:15:01.430736257
2,2373.7,1,2373.8,09:15:01.430767199
2,2373.7,5,2373.9,09:15:01.430792179
2,2373.7,5,2373.9,09:15:01.430792179
3,2373.7,5,2373.9,09:15:01.430890715
3,2373.7,5,2373.9,09:15:01.430904417
3,2373.7,4,2373.9,09:15:01.431066107
3,2373.7,4,2373.9,09:15:01.439187327
3,2373.7,3,2373.9,09:15:01.558663033
1,2373.8,3,2373.9,09:15:01.559155174
1,2373.8,3,2373.9,09:15:01.559178264
1,2373.8,2,2373.9,09:15:01.559322930
1,2373.8,2,2373.9,09:15:01.559383669
1,2373.8,1,2373.9,09:15:01.559408994
1,2373.8,1,2373.9,09:15:01.559464445
1,2373.8,1,2373.9,09:15:01.559464445
1,2373.8,1,2373.9,09:15:01.559579535
1,2373.8,1,2373.9,09:15:01.559595843
1,2373.8,5,2374.0,09:15:01.559769776
1,2373.8,5,2374.0,09:15:01.559769776
1,2373.8,5,2374.0,09:15:01.559805421
2,2373.8,5,2374.0,09:15:01.559901512
2,2373.8,5,2374.0,09:15:01.562309977
2,2373.8,5,2374.0,09:15:01.568200387
2,2373.8,5,2374.0,09:15:01.568212788
3,2373.8,5,2374.0,09:15:01.575484358
4,2373.8,5,2374.0,09:15:01.575865425
4,2373.8,4,2374.0,09:15:01.575948947
4,2373.8,4,2374.0,09:15:01.575989591
4,2373.8,4,2374.0,09:15:01.576003483
4,2373.8,4,2374.0,09:15:01.576434154
4,2373.8,3,2374.0,09:15:01.576523986
4,2373.8,3,2374.0,09:15:01.577045113
4,2373.8,3,2374.0,09:15:01.577388102
4,2373.8,3,2374.0,09:15:01.577388102
4,2373.8,2,2374.0,09:15:01.577510098
