price,volume,timestamp
110.13,4,09:15:52.875089985
110.13,11,09:15:52.875132193
110.13,3,09:15:52.875187579
110.13,14,09:15:52.875187579
110.13,4,09:15:52.875187579
110.13,1,09:15:52.875187579
110.13,5,09:15:52.875223966
110.13,1,09:15:52.875223966
110.13,2,09:15:52.875223966
110.13,41,09:15:52.875223966
110.13,25,09:15:52.875223966
110.13,6,09:15:52.875223966
110.13,1,09:15:52.885096439
110.13,8,09:16:03.960236005
110.13,2,09:16:03.960236005
110.13,9,09:16:22.429069167
110.13,1,09:16:22.429069167
110.13,2,09:16:22.429085135
110.12,4,09:16:34.582589614
110.12,5,09:16:34.582652634
110.12,1,09:16:42.871707597
110.12,3,09:16:42.871847277
110.12,25,09:16:42.871871969
110.13,1,09:16:51.025740846
110.13,2,09:16:51.025898282
110.13,3,09:16:51.025898282
110.13,1,09:16:51.025913136
110.13,11,09:16:51.025913136
110.13,2,09:16:51.025913136
110.13,1,09:16:51.026137137
110.13,1,09:16:51.026152903
110.13,32,09:16:51.026167293
110.13,5,09:16:51.026183931
110.13,6,09:16:51.026183931
110.13,1,09:16:51.026198116
110.13,1,09:16:51.026361729
110.13,16,09:16:51.026375037
110.13,4,09:16:51.026390813
110.13,10,09:16:51.026390813
110.13,2,09:16:51.026390813
110.13,1,09:16:51.026405274
110.13,1,09:16:51.026421431
110.13,1,09:16:51.026437915
110.13,1,09:16:51.026452122
110.13,1,09:16:51.026466913
110.13,2,09:16:51.026466913
110.13,6,09:16:51.026603651
110.13,1,09:16:51.026617735
110.13,25,09:16:51.026633536
110.13,3,09:16:51.047589455
110.13,2,09:16:51.047589455
110.13,11,09:16:51.047606492
110.13,5,09:16:51.047606492
110.13,1,09:16:51.047606492
110.13,1,09:16:51.047622031
110.13,2,09:16:51.064485322
110.13,2,09:16:54.400168498
110.13,11,09:16:54.400333342
110.13,1,09:16:54.400348527
110.13,2,09:16:54.400363086
110.13,1,09:16:54.400363086
110.13,2,09:16:54.400380402
110.13,1,09:16:54.400380402
110.13,3,09:16:54.400380402
110.13,20,09:16:54.400395295
110.13,1,09:16:54.400395295
110.13,40,09:16:54.400411477
110.13,3,09:16:54.418840972
110.13,3,09:16:54.418931661
110.13,1,09:16:54.418946820
110.14,1,09:17:40.671593105
110.14,2,09:17:44.400506708
110.14,1,09:17:44.400683525
110.14,1,09:17:44.400698163
110.14,11,09:17:44.400881184
110.14,1,09:17:44.400881184
110.14,1,09:17:44.400895649
110.14,2,09:17:44.419275102
110.14,1,09:17:45.584953083
110.14,2,09:17:45.585201749
110.14,1,09:19:34.448023528
110.14,11,09:19:34.448023528
110.14,1,09:19:34.448043081
110.14,4,09:19:34.448043081
110.14,11,09:19:34.448671554
110.14,11,09:19:40.670561154
110.14,1,09:19:40.670575000
110.14,2,09:19:40.670635243
110.14,2,09:19:40.671049077
110.14,1,09:19:40.671049077
110.14,4,09:19:40.671049077
110.14,1,09:19:40.671156312
110.15,3,09:19:50.926329119
110.15,5,09:19:50.926343653
110.15,1,09:19:50.926448082
110.15,6,09:19:50.926462494
110.15,2,09:19:50.926462494
110.15,9,09:19:50.926462494
110.15,1,09:19:50.926690389
110.15,12,09:19:50.926708523
110.15,31,09:19:50.926708523
110.15,4,09:19:50.926708523
110.14,2,09:20:17.457444447
110.14,11,09:20:17.457458629
110.14,1,09:20:17.457587257
110.14,3,09:20:17.457601891
110.14,12,09:20:17.457601891
110.14,4,09:20:17.457601891
110.14,35,09:20:17.457601891
110.14,1,09:20:17.457800268
110.14,1,09:20:17.457819330
110.14,12,09:20:17.458204016
110.14,1,09:20:17.468794629
110.14,2,09:20:24.258822296
110.14,1,09:20:24.258911673
110.14,2,09:20:24.259244753
110.14,9,09:20:24.259244753
110.14,2,09:20:24.259406926
110.14,1,09:20:24.259427614
110.14,4,09:20:24.259427614
110.14,1,09:20:24.259449307
110.14,1,09:20:24.269937441
110.15,7,09:20:35.850030283
110.15,6,09:20:35.850196660
110.15,3,09:20:35.850212254
110.15,16,09:20:35.850212254
110.15,5,09:20:35.850212254
110.15,4,09:20:35.850445440
110.15,1,09:20:35.850464161
110.15,1,09:20:35.850480519
110.15,5,09:20:35.850480519
110.15,12,09:20:35.850494522
110.15,41,09:20:35.850737824
110.15,2,09:20:35.850751834
110.15,1,09:20:35.850766653
110.15,11,09:20:35.850782070
110.15,1,09:20:35.850782070
110.15,6,09:20:35.850782070
110.15,12,09:20:35.850798602
110.15,12,09:20:35.850813120
110.15,16,09:20:35.850813120
110.15,1,09:20:35.850813120
110.15,20,09:20:35.851270986
110.15,1,09:20:41.864359355
110.14,1,09:21:29.925927425
110.14,2,09:21:29.925927425
110.14,11,09:21:29.926088023
110.14,1,09:21:29.926103009
110.14,2,09:21:29.926311108
110.14,1,09:21:29.926324209
110.14,5,09:21:29.926324209
110.14,1,09:21:29.926338091
110.14,6,09:21:29.926338091
110.14,3,09:21:29.926463213
110.14,1,09:21:29.926491495
110.14,4,09:21:29.926491495
110.14,1,09:21:29.928218563
110.14,1,09:21:29.928232386
110.14,2,09:21:29.928262063
110.14,2,09:21:29.928304162
110.14,2,09:21:29.928946095
110.14,1,09:21:30.027995199
110.14,1,09:21:41.967055020
110.14,1,09:21:41.967167621
110.13,1,09:22:03.348435274
110.13,1,09:22:03.348513418
110.12,1,09:22:18.699787117
110.12,3,09:22:18.699984022
110.12,2,09:22:18.700004377
110.12,1,09:22:18.700004377
110.12,1,09:22:18.700020023
110.12,11,09:22:18.700020023
110.12,2,09:22:18.700020023
110.12,26,09:22:18.700033405
110.12,21,09:22:18.700347696
110.12,1,09:22:18.700368892
110.12,1,09:22:20.559362104
110.12,2,09:22:20.559572641
110.12,2,09:22:20.559650328
110.12,1,09:22:23.661465590
110.13,11,09:22:40.222655752
110.13,1,09:22:40.222804079
110.13,1,09:22:40.222818544
110.13,2,09:22:40.222818544
110.13,5,09:22:40.222818544
110.13,5,09:22:40.223053910
110.13,2,09:22:40.223067423
110.13,4,09:22:40.223081350
110.13,4,09:22:40.223097609
110.13,6,09:22:40.223097609
110.13,1,09:22:40.223112384
110.13,1,09:22:40.223225209
110.13,1,09:22:40.223240508
110.13,10,09:22:40.223254262
110.13,4,09:22:40.223254262
110.13,4,09:22:40.223268268
110.13,1,09:22:40.223470428
110.13,1,09:22:40.223483942
110.13,11,09:22:40.223938668
110.13,38,09:22:40.224422862
110.13,1,09:22:40.224596687
110.13,22,09:22:40.224678575
110.13,48,09:22:40.224937227
110.13,1,09:22:47.383131367
110.13,1,09:23:13.702440030
110.13,1,09:23:13.702631022
110.13,1,09:23:13.702644695
110.13,1,09:23:13.702660472
110.13,3,09:23:13.702660472
110.13,2,09:23:13.702660472
110.13,1,09:23:13.702674206
110.13,1,09:23:13.702690055
110.13,3,09:23:13.702690055
110.13,2,09:23:13.702703908
110.13,1,09:23:13.702718888
110.13,11,09:23:13.702718888
110.13,5,09:23:13.702733166
110.13,2,09:23:13.702879758
110.13,1,09:23:13.702898807
110.13,1,09:23:13.702914644
110.13,10,09:23:13.702935287
110.13,28,09:23:13.702949460
110.13,20,09:23:13.702967386
110.13,12,09:23:13.702981521
110.13,1,09:23:13.702998922
110.13,17,09:23:13.703217901
110.13,7,09:23:13.703787878
110.13,4,09:23:13.713791277
110.13,4,09:23:13.713872323
110.13,2,09:23:13.714083145
110.13,2,09:23:13.751203763
110.13,2,09:23:20.618177518
110.13,47,09:23:20.618490221
110.12,50,09:23:34.817153024
110.12,1,09:23:34.817309692
110.12,1,09:23:34.817325210
110.12,2,09:23:34.817325210
110.12,5,09:23:34.817521097
110.12,2,09:23:34.817548304
110.12,20,09:23:34.817548304
110.12,5,09:23:34.817548304
110.12,11,09:23:34.817548304
110.12,1,09:23:34.817548304
110.12,5,09:23:42.287684050
110.12,3,09:23:42.287840689
110.12,5,09:23:42.287857362
110.12,1,09:23:42.287857362
110.12,11,09:23:42.287857362
110.12,1,09:23:42.288074445
110.12,5,09:23:42.288097831
110.12,1,09:23:42.288097831
110.12,2,09:23:42.288097831
110.12,37,09:23:42.288097831
110.12,10,09:23:42.288097831
110.13,6,09:23:47.602357478
110.13,1,09:23:47.602357478
110.13,1,09:23:47.602595065
110.13,11,09:23:47.602595065
110.13,3,09:23:47.602609522
110.13,1,09:23:47.602609522
110.13,3,09:23:47.602764156
110.13,1,09:23:47.602781558
110.13,1,09:23:47.602796080
110.13,1,09:23:47.603014291
110.13,1,09:23:47.603052450
110.13,48,09:23:47.603052450
110.13,7,09:23:47.603052450
110.13,4,09:23:47.603052450
110.13,2,09:23:47.603052450
110.13,6,09:25:07.686097121
110.13,2,09:25:07.686112958
110.13,2,09:25:07.686126894
110.13,1,09:25:07.686126894
110.13,2,09:25:07.686141985
110.13,1,09:25:07.686141985
110.13,1,09:25:07.686155050
110.13,3,09:25:07.686171745
110.13,2,09:25:07.686888407
110.13,1,09:25:07.861417499
110.13,1,09:26:16.225684453
110.13,2,09:26:16.226030360
110.13,1,09:26:16.226030360
110.12,25,09:26:48.830156329
110.12,1,09:26:48.830341625
110.12,1,09:26:48.830356882
110.12,1,09:26:48.830370399
110.12,1,09:26:48.830536569
110.12,1,09:26:48.830551989
110.12,1,09:26:48.830566731
110.12,2,09:26:48.830566731
110.12,1,09:26:48.830580727
110.12,3,09:26:48.830735954
110.12,11,09:26:48.830735954
110.12,25,09:26:53.354263371
110.12,2,09:26:53.354404088
110.12,1,09:26:53.354418917
110.12,1,09:26:53.354595636
110.12,1,09:26:53.354611525
110.12,2,09:26:53.354611525
110.12,6,09:26:53.354625611
110.12,11,09:26:53.354767528
110.12,1,09:26:53.365625789
110.12,1,09:26:53.365758812
110.11,2,09:27:24.739992606
110.11,5,09:27:24.740147524
110.11,9,09:27:24.740162823
110.11,1,09:27:24.740162823
110.11,40,09:27:24.740373712
110.11,3,09:27:24.740393457
110.11,1,09:27:24.740393457
110.11,6,09:27:24.740393457
110.11,10,09:27:24.740393457
110.11,5,09:27:24.740393457
110.11,4,09:27:24.740571177
110.11,4,09:27:24.740600487
110.11,1,09:27:24.740600487
110.1,6,09:27:27.139560338
110.1,1,09:27:27.139560338
110.11,3,09:27:38.436083431
110.11,8,09:27:38.436302814
110.11,1,09:27:38.436419265
110.11,1,09:27:38.447013610
110.11,3,09:27:48.046452171
110.11,3,09:27:48.046466036
110.11,1,09:27:48.046537998
110.11,1,09:28:39.722423236
110.11,18,09:28:39.722759373
110.11,1,09:28:39.722759373
110.11,10,09:28:59.021220974
110.11,3,09:29:00.125156126
110.11,3,09:29:06.210195381
110.11,1,09:29:06.329728500
110.11,1,09:29:06.341860838
110.11,2,09:29:06.353688699
110.11,1,09:29:06.353889099
110.11,1,09:29:06.854952867
110.11,1,09:29:07.355573201
110.11,3,09:29:07.355675707
110.11,1,09:29:07.355696775
110.11,3,09:29:07.355696775
110.11,1,09:29:15.276670126
110.11,2,09:29:15.288857740
110.11,3,09:29:15.300709464
110.11,5,09:29:15.312486529
110.11,1,09:29:15.312587718
110.11,1,09:29:15.312607100
110.11,3,09:29:15.312607100
110.11,3,09:29:15.814090749
110.11,4,09:29:16.313842927
110.11,1,09:29:16.313857509
110.11,1,09:29:16.313952029
110.11,1,09:29:16.313970490
110.11,5,09:29:16.813910717
110.11,4,09:29:17.313980840
110.11,1,09:29:17.313980840
110.11,4,09:29:17.538182568
110.11,1,09:29:17.538252600
110.11,4,09:29:17.814094503
110.11,1,09:29:17.814167959
110.1,1,09:29:33.593963624
110.1,37,09:29:33.593977468
110.1,1,09:29:33.594117663
110.1,39,09:29:33.594144441
110.1,1,09:29:33.594144441
110.1,3,09:29:33.594144441
110.1,14,09:29:33.594144441
110.1,29,09:29:33.594529570
110.1,11,09:29:33.594682604
110.1,3,09:29:33.594696581
110.1,18,09:29:33.594814185
110.1,2,09:29:33.594833564
110.1,2,09:29:33.609498569
110.1,1,09:29:33.615763858
110.1,2,09:29:33.633802504
110.1,1,09:29:33.634689172
110.1,1,09:29:33.655114686
110.1,1,09:29:33.694692694
110.1,1,09:29:33.712298069
110.1,1,09:29:33.730389942
110.1,1,09:29:33.748923908
110.1,1,09:29:33.770329621
110.11,4,09:29:49.135131212
110.11,1,09:29:49.135131212
110.11,1,09:29:49.135154035
110.11,3,09:30:05.553114058
110.11,1,09:30:05.553198320
110.11,2,09:30:05.553218739
110.11,4,09:30:05.554341455
110.11,4,09:30:05.563840739
110.11,5,09:30:05.575117688
110.11,6,09:30:05.585408607
110.11,4,09:30:05.611861118
110.11,4,09:30:05.621439192
110.11,6,09:30:05.689220783
110.11,6,09:30:05.693576291
110.11,6,09:30:05.697271917
110.11,6,09:30:05.699980242
110.11,5,09:30:05.704351925
110.11,4,09:30:05.709017756
110.11,4,09:30:05.711457793
110.11,4,09:30:05.713855334
110.11,4,09:30:05.715290017
110.11,1,09:30:05.715290017
110.11,5,09:30:07.239481976
110.11,5,09:30:10.317882193
110.11,1,09:30:10.317975172
110.11,3,09:30:10.328746246
110.11,3,09:30:10.340736751
110.11,1,09:30:10.340755429
110.11,1,09:30:10.351338349
110.11,1,09:30:10.351425716
110.11,2,09:30:10.351550763
110.11,1,09:30:15.617545203
110.11,1,09:30:15.617573919
110.11,6,09:30:15.617573919
110.11,3,09:30:15.617573919
110.11,6,09:30:25.999113242
110.11,3,09:30:26.009780747
110.11,4,09:30:26.020410124
110.11,1,09:30:26.031079314
110.11,3,09:30:26.031079314
110.1,9,09:30:47.717607175
110.1,1,09:30:47.717607175
110.1,95,09:30:47.718030263
110.1,5,09:30:47.718260903
110.1,2,09:30:47.718260903
110.1,21,09:30:47.718260903
110.1,1,09:30:47.740258671
110.1,10,09:30:47.740359074
110.1,1,09:30:47.740374764
110.1,2,09:30:47.740374764
110.1,1,09:30:47.764409257
110.1,9,09:30:47.785130444
110.1,1,09:30:47.785130444
110.1,1,09:30:47.785224543
110.1,1,09:30:47.785246937
110.1,1,09:30:47.809107815
110.1,1,09:30:47.828278928
110.1,1,09:30:47.846690159
110.1,3,09:30:47.864897437
110.1,1,09:30:47.885755075
110.1,1,09:30:47.906208268
110.1,1,09:30:47.924787184
110.1,1,09:30:47.943301768
110.1,1,09:30:47.961912604
110.1,1,09:30:47.980640861
110.1,1,09:30:49.049875366
110.1,1,09:30:49.051017451
110.1,2,09:30:49.051114942
110.1,1,09:30:49.051136577
110.1,6,09:31:12.708308537
110.1,10,09:31:12.708308537
110.1,1,09:31:12.708308537
110.1,1,09:31:12.708396358
110.1,4,09:31:12.708423344
110.1,10,09:31:12.708423344
110.1,13,09:31:12.708423344
110.1,40,09:31:12.734343816
110.09,2,09:31:17.882110327
110.09,1,09:31:17.882456203
110.09,8,09:31:17.882471060
110.09,3,09:31:17.882578084
110.09,1,09:31:17.882705623
110.09,8,09:31:17.882840023
110.09,10,09:31:17.882840023
110.09,7,09:31:17.882934386
110.09,10,09:31:17.882934386
110.09,3,09:31:17.883091489
110.09,2,09:31:17.883091489
110.09,8,09:31:17.883091489
110.09,4,09:31:17.883558902
110.09,1,09:31:17.883697939
110.09,8,09:31:17.883712669
110.09,5,09:31:17.883726679
110.09,10,09:31:17.884112281
110.09,1,09:31:17.884258176
110.09,8,09:31:17.884289712
110.09,2,09:31:17.884336624
110.09,1,09:31:17.884595359
110.09,11,09:31:24.543121723
110.09,89,09:31:49.463256219
110.09,1,09:31:49.463343504
110.09,4,09:31:49.463368052
110.09,6,09:31:49.463368052
110.09,1,09:32:12.795745961
110.09,2,09:32:12.795881155
110.09,2,09:32:12.795905619
110.09,3,09:32:12.795905619
110.09,1,09:32:12.795905619
110.09,9,09:32:31.285485114
110.09,12,09:32:31.285485114
110.09,30,09:32:31.285787625
110.09,2,09:32:31.285813033
110.09,1,09:32:31.285813033
110.09,6,09:32:31.285813033
110.09,5,09:32:31.285813033
110.09,10,09:32:31.285813033
110.09,4,09:32:31.285850499
110.09,13,09:32:31.285850499
110.09,10,09:32:31.493108619
110.09,4,09:32:31.529503358
110.09,6,09:32:31.529738330
110.09,7,09:32:31.529789716
110.09,3,09:32:31.529789716
110.09,15,09:32:31.529893005
110.09,2,09:32:31.529921056
110.09,1,09:32:31.530253507
110.09,1,09:32:32.608000488
110.09,1,09:32:32.608226312
110.09,1,09:32:32.608405790
110.09,49,09:32:32.608405790
110.09,6,09:32:57.422933106
