bidVolume,bidPrice,askVolume,askPrice,timestamp
94,109.74,23,109.75,09:45:00.006352242
78,109.74,23,109.75,09:45:00.006352242
78,109.74,33,109.75,09:45:00.010823602
78,109.74,70,109.75,09:45:00.010823602
78,109.74,88,109.75,09:45:00.010823602
78,109.74,70,109.75,09:45:00.019143884
78,109.74,33,109.75,09:45:00.019173769
78,109.74,23,109.75,09:45:00.019447816
78,109.74,33,109.75,09:45:00.046049427
78,109.74,23,109.75,09:45:00.058386749
96,109.74,23,109.75,09:45:00.107208894
104,109.74,23,109.75,09:45:00.107285005
96,109.74,23,109.75,09:45:00.264183920
78,109.74,23,109.75,09:45:00.264183920
78,109.74,60,109.75,09:45:00.264200966
78,109.74,78,109.75,09:45:00.264200966
78,109.74,88,109.75,09:45:00.264371837
78,109.74,96,109.75,09:45:00.327834584
78,109.74,100,109.75,09:45:00.327956385
78,109.74,101,109.75,09:45:00.328393594
80,109.74,101,109.75,09:45:02.144159060
100,109.74,101,109.75,09:45:02.144243863
106,109.74,101,109.75,09:45:02.144311665
106,109.74,97,109.75,09:45:02.145496940
106,109.74,60,109.75,09:45:02.145520998
106,109.74,42,109.75,09:45:02.145520998
106,109.74,34,109.75,09:45:02.145542853
106,109.74,24,109.75,09:45:02.145699258
106,109.74,23,109.75,09:45:02.145803403
112,109.74,23,109.75,09:45:02.146312450
108,109.74,23,109.75,09:45:02.146850580
112,109.74,23,109.75,09:45:02.147173591
112,109.74,22,109.75,09:45:02.148700624
112,109.74,17,109.75,09:45:02.148813187
112,109.74,15,109.75,09:45:02.148836713
112,109.74,13,109.75,09:45:02.148836713
112,109.74,139,109.76,09:45:02.148836713
122,109.74,139,109.76,09:45:02.148983280
122,109.74,117,109.76,09:45:02.149414050
50,109.75,117,109.76,09:45:02.149565631
51,109.75,117,109.76,09:45:02.150613937
51,109.75,128,109.76,09:45:02.150613937
64,109.75,128,109.76,09:45:02.151799827
51,109.75,128,109.76,09:45:02.152234973
51,109.75,118,109.76,09:45:02.152234973
51,109.75,122,109.76,09:45:02.160104766
51,109.75,126,109.76,09:45:02.160184263
51,109.75,136,109.76,09:45:02.218826032
1,109.75,136,109.76,09:45:04.104706771
1,109.75,156,109.76,09:45:04.104798041
110,109.74,156,109.76,09:45:04.105206774
110,109.74,162,109.76,09:45:04.105409543
110,109.74,142,109.76,09:45:04.121027958
110,109.74,136,109.76,09:45:04.121103065
110,109.74,156,109.76,09:45:05.044872937
110,109.74,162,109.76,09:45:05.045082975
106,109.74,162,109.76,09:45:05.045890241
112,109.74,162,109.76,09:45:05.058291351
112,109.74,5,109.75,09:45:05.850425973
122,109.74,5,109.75,09:45:07.769369089
122,109.74,3,109.75,09:45:07.769591384
122,109.74,129,109.76,09:45:07.769850459
25,109.75,129,109.76,09:45:07.770181963
71,109.75,129,109.76,09:45:07.770181963
73,109.75,129,109.76,09:45:07.770304296
