4,2318.7,4.1,2318.9,10:06:18.648338580
4,2318.7,3.0,2318.9,10:06:18.648391142
1,2318.8,3.0,2318.9,10:06:18.648413503
4,2318.7,3.0,2318.9,10:06:18.648440291
4,2318.7,3.0,2318.9,10:06:18.648440291
1,2318.8,3.0,2318.9,10:06:18.648547112
1,2318.8,3.0,2318.9,10:06:18.648579392
5,2318.7,3.0,2318.9,10:06:18.648728528
5,2318.7,3.0,2318.9,10:06:18.648728528
1,2318.8,3.0,2318.9,10:06:18.648815086
1,2318.8,3.0,2318.9,10:06:18.648861532
2,2318.8,3.0,2318.9,10:06:18.648906131
3,2318.8,3.0,2318.9,10:06:18.648921642
2,2318.8,3.0,2318.9,10:06:18.648954324
2,2318.8,4.0,2318.9,10:06:18.648972971
2,2318.8,4.0,2318.9,10:06:18.648987102
2,2318.8,3.0,2318.9,10:06:18.649093571
2,2318.8,2.0,2318.9,10:06:18.718315761
2,2318.8,2.0,2318.9,10:06:18.718507222
6,2318.7,2.0,2318.9,10:06:18.898840301
2,2318.7,2.0,2318.9,10:06:18.898840301
2,2318.7,2.0,2318.9,10:06:18.898840301
2,2318.7,1.0,2318.8,10:06:18.898872822
2,2318.7,1.0,2318.8,10:06:18.898938782
2,2318.7,2.0,2318.8,10:06:18.899005667
2,2318.7,2.0,2318.8,10:06:18.899079912
2,2318.7,2.0,2318.8,10:06:18.899096632
2,2318.7,3.0,2318.8,10:06:18.899134742
2,2318.7,3.0,2318.8,10:06:18.899196704
2,2318.7,2.0,2318.8,10:06:18.899216474
2,2318.7,2.0,2318.8,10:06:18.899230682
1,2318.7,2.0,2318.8,10:06:18.899255339
2,2318.7,2.0,2318.8,10:06:18.899306465
3,2318.7,2.0,2318.8,10:06:18.899449638
4,2318.7,2.0,2318.8,10:06:18.899467692
4,2318.7,2.0,2318.8,10:06:18.899482105
4,2318.7,2.0,2318.8,10:06:18.899497603
3,2318.7,2.0,2318.8,10:06:18.899545975
3,2318.7,2.0,2318.8,10:06:18.899640661
3,2318.7,2.0,2318.8,10:06:18.899702800
3,2318.7,1.0,2318.8,10:06:18.899733777
3,2318.7,1.0,2318.8,10:06:18.899775868
3,2318.7,6.0,2318.9,10:06:18.899816304
3,2318.7,6.0,2318.9,10:06:18.899816304
3,2318.7,4.0,2318.9,10:06:18.961813955
4,2318.7,4.0,2318.9,10:06:18.961920229
4,2318.7,3.0,2318.9,10:06:18.961939503
4,2318.7,2.0,2318.9,10:06:18.962010675
5,2318.7,2.0,2318.9,10:06:18.962058894
5,2318.7,1.0,2318.9,10:06:18.962088319
5,2318.7,2.0,2318.9,10:06:18.962160125
5,2318.7,3.0,2318.9,10:06:18.962200542
4,2318.7,3.0,2318.9,10:06:18.962329303
5,2318.7,3.0,2318.9,10:06:18.973840376
5,2318.7,2.0,2318.9,10:06:18.988329830
1,2318.8,2.0,2318.9,10:06:18.988469254
2,2318.8,2.0,2318.9,10:06:18.988529501
2,2318.8,1.0,2318.9,10:06:18.988563272
2,2318.8,8.0,2319.0,10:06:18.988729413
2,2318.8,8.0,2319.0,10:06:18.988729413
2,2318.8,8.0,2319.0,10:06:18.989001300
3,2318.8,8.0,2319.0,10:06:18.989485985
4,2318.8,8.0,2319.0,10:06:18.989622989
4,2318.8,8.0,2319.0,10:06:18.993736374
5,2318.8,8.0,2319.0,10:06:18.993979147
5,2318.8,8.0,2319.0,10:06:18.997531771
5,2318.8,7.0,2319.0,10:06:19.000126004
5,2318.8,7.0,2319.0,10:06:19.000252554
5,2318.8,6.0,2319.0,10:06:19.001066664
5,2318.8,5.0,2319.0,10:06:19.001308377
5,2318.8,5.0,2319.0,10:06:19.001351696
6,2318.8,5.0,2319.0,10:06:19.009277079
1,2318.9,5.0,2319.0,10:06:19.009386562
2,2318.9,5.0,2319.0,10:06:19.009449140
2,2318.9,4.0,2319.0,10:06:19.009547731
2,2318.9,4.0,2319.0,10:06:19.009561676
2,2318.9,4.0,2319.0,10:06:19.009594541
2,2318.9,4.0,2319.0,10:06:19.009760967
3,2318.9,4.0,2319.0,10:06:19.009998588
3,2318.9,4.0,2319.0,10:06:19.086199062
2,2318.9,4.0,2319.0,10:06:19.170433002
1,2318.9,4.0,2319.0,10:06:19.170708847
1,2318.9,5.0,2319.0,10:06:19.170786053
1,2318.9,5.0,2319.0,10:06:19.170928993
1,2318.9,6.0,2319.0,10:06:19.170961259
4,2318.8,6.0,2319.0,10:06:19.171056132
4,2318.8,6.0,2319.0,10:06:19.171056132
3,2318.8,6.0,2319.0,10:06:19.171087371
3,2318.8,7.0,2319.0,10:06:19.171193145
3,2318.8,7.0,2319.0,10:06:19.178974979
3,2318.8,6.0,2319.0,10:06:19.180728157
3,2318.8,6.0,2319.0,10:06:19.180834073
4,2318.8,6.0,2319.0,10:06:19.242888685
4,2318.8,6.0,2319.0,10:06:19.291497409
4,2318.8,5.0,2319.0,10:06:19.294522453
4,2318.8,5.0,2319.0,10:06:19.584200704
3,2318.8,5.0,2319.0,10:06:19.590887283
4,2318.8,5.0,2319.0,10:06:19.594699779
5,2318.8,5.0,2319.0,10:06:19.602978056
5,2318.8,4.0,2319.0,10:06:19.620422980
1,2318.9,4.0,2319.0,10:06:19.620536477
2,2318.9,4.0,2319.0,10:06:19.620638469
2,2318.9,4.0,2319.0,10:06:19.620963492
3,2318.9,4.0,2319.0,10:06:19.621149149
3,2318.9,3.0,2319.0,10:06:19.621410571
2,2318.9,3.0,2319.0,10:06:19.622615210
5,2318.8,3.0,2319.0,10:06:19.734344857
5,2318.8,2.0,2318.9,10:06:19.734344857
5,2318.8,2.0,2318.9,10:06:19.734344857
4,2318.8,2.0,2318.9,10:06:19.734611899
4,2318.8,2.0,2318.9,10:06:19.734630085
4,2318.8,2.0,2318.9,10:06:19.734744763
3,2318.8,2.0,2318.9,10:06:19.734768074
3,2318.8,2.0,2318.9,10:06:19.734792494
3,2318.8,5.0,2319.0,10:06:19.734853590
3,2318.8,5.0,2319.0,10:06:19.734853590
1,2318.9,5.0,2319.0,10:06:19.734883933
3,2318.8,5.0,2319.0,10:06:19.735235338
3,2318.8,5.0,2319.0,10:06:19.735235338
4,2318.8,5.0,2319.0,10:06:19.735353469
5,2318.8,5.0,2319.0,10:06:19.735482463
5,2318.8,4.0,2319.0,10:06:19.735519379
1,2318.9,4.0,2319.0,10:06:19.735843965
2,2318.9,4.0,2319.0,10:06:19.740227845
2,2318.9,3.0,2319.0,10:06:19.740412441
2,2318.9,3.0,2319.0,10:06:19.754690656
1,2318.9,3.0,2319.0,10:06:19.863865841
1,2318.9,4.0,2319.0,10:06:19.864008029
1,2318.9,4.0,2319.0,10:06:19.864024420
4,2318.8,4.0,2319.0,10:06:19.864051583
4,2318.8,4.0,2319.0,10:06:19.864051583
4,2318.8,5.0,2319.0,10:06:19.864254243
1,2318.9,5.0,2319.0,10:06:19.864366987
1,2318.9,4.0,2319.0,10:06:19.864582704
2,2318.9,4.0,2319.0,10:06:19.872032598
2,2318.9,3.0,2319.0,10:06:19.872193033
1,2318.9,3.0,2319.0,10:06:19.891635931
1,2318.9,4.0,2319.0,10:06:19.891782891
4,2318.8,4.0,2319.0,10:06:19.891807858
4,2318.8,4.0,2319.0,10:06:19.891807858
4,2318.8,5.0,2319.0,10:06:19.891931016
1,2318.9,5.0,2319.0,10:06:19.891957281
1,2318.9,4.0,2319.0,10:06:19.892130132
1,2318.9,4.0,2319.0,10:06:20.025423882
2,2318.9,4.0,2319.0,10:06:20.025560698
2,2318.9,3.0,2319.0,10:06:20.025686249
1,2318.9,3.0,2319.0,10:06:20.065939511
6,2318.8,3.0,2319.0,10:06:20.066066046
6,2318.8,3.0,2319.0,10:06:20.066066046
6,2318.8,4.0,2319.0,10:06:20.066202820
6,2318.8,5.0,2319.0,10:06:20.066525640
5,2318.8,5.0,2319.0,10:06:20.066671543
5,2318.8,5.0,2319.0,10:06:20.074354146
7,2318.8,5.0,2319.0,10:06:20.079381515
7,2318.8,4.0,2319.0,10:06:20.079498010
7,2318.8,5.0,2319.0,10:06:20.490030000
7,2318.8,6.0,2319.0,10:06:20.490046323
7,2318.8,7.0,2319.0,10:06:20.490151887
7,2318.8,9.0,2319.0,10:06:20.508985435
7,2318.8,1.0,2318.9,10:06:20.509129770
7,2318.8,2.0,2318.9,10:06:20.509179513
7,2318.8,3.0,2318.9,10:06:20.509214112
6,2318.8,3.0,2318.9,10:06:20.509237811
6,2318.8,4.0,2318.9,10:06:20.509289787
5,2318.8,4.0,2318.9,10:06:20.509306773
4,2318.8,4.0,2318.9,10:06:20.509360147
4,2318.8,3.0,2318.9,10:06:20.509378957
4,2318.8,1.0,2318.9,10:06:20.509471804
4,2318.8,9.0,2319.0,10:06:20.509638581
4,2318.8,9.0,2319.0,10:06:20.509638581
4,2318.8,8.0,2319.0,10:06:20.509675174
5,2318.8,8.0,2319.0,10:06:20.509879162
6,2318.8,8.0,2319.0,10:06:20.509913697
6,2318.8,7.0,2319.0,10:06:20.509938945
1,2318.9,7.0,2319.0,10:06:20.510043955
1,2318.9,7.0,2319.0,10:06:20.510072801
1,2318.9,6.0,2319.0,10:06:20.510191789
1,2318.9,6.0,2319.0,10:06:20.510324947
1,2318.9,6.0,2319.0,10:06:20.585391120
1,2318.9,5.0,2319.0,10:06:20.585609365
1,2318.9,5.0,2319.0,10:06:20.585623570
7,2318.8,5.0,2319.0,10:06:20.585764079
7,2318.8,5.0,2319.0,10:06:20.585764079
7,2318.8,5.0,2319.0,10:06:20.585905080
7,2318.8,6.0,2319.0,10:06:20.585923231
1,2318.9,6.0,2319.0,10:06:20.585950719
1,2318.9,5.0,2319.0,10:06:20.586081992
7,2318.8,5.0,2319.0,10:06:20.586213112
7,2318.8,5.0,2319.0,10:06:20.586213112
8,2318.8,5.0,2319.0,10:06:20.586435462
1,2318.9,5.0,2319.0,10:06:20.586562018
1,2318.9,5.0,2319.0,10:06:20.586861224
