price,volume,timestamp
5052.25,3,10:01:40.387180401
5052.25,7,10:01:40.387418720
5052.25,1,10:01:40.387816069
5052.25,2,10:01:40.388009567
5052.5,3,10:01:40.443458166
5052.25,1,10:01:40.470628234
5052.25,1,10:01:40.507532313
5052.25,1,10:01:40.637367126
5052.25,1,10:01:40.653073311
5052.25,9,10:01:40.682901701
5052.25,2,10:01:40.694897451
5052.25,8,10:01:40.694967036
5052.0,19,10:01:40.714519436
5052.25,6,10:01:40.714519436
5052.0,1,10:01:40.728426380
5052.0,1,10:01:40.749953317
5052.25,1,10:01:40.775288269
5052.25,10,10:01:40.839701447
5052.5,5,10:01:40.850890598
5052.25,5,10:01:40.861075236
5052.25,3,10:01:40.861277351
5052.25,4,10:01:40.861332074
5052.25,1,10:01:40.997110732
5052.25,3,10:01:40.997154720
5052.25,5,10:01:41.019217965
5052.25,2,10:01:41.019414130
5052.25,4,10:01:41.019481734
5052.25,1,10:01:41.019562141
5052.25,6,10:01:41.091253105
5052.25,5,10:01:41.091440280
5052.25,3,10:01:41.118909721
5052.25,1,10:01:41.118946243
5052.25,1,10:01:41.119015982
5052.25,1,10:01:41.119048456
5052.0,1,10:01:41.131034231
5052.25,10,10:01:41.155395292
5052.25,1,10:01:41.155572025
5052.25,4,10:01:41.155637642
5052.25,3,10:01:41.155697579
5052.25,1,10:01:41.155718239
5052.25,1,10:01:41.155925645
5052.25,1,10:01:41.176605861
5052.0,1,10:01:41.189764747
5052.0,1,10:01:41.196575157
5052.25,1,10:01:41.287049196
5052.25,1,10:01:41.335744694
5052.25,3,10:01:41.335949507
5052.25,1,10:01:41.336238499
5052.25,3,10:01:41.357199681
5052.25,4,10:01:41.357237310
5052.25,1,10:01:41.357259947
5052.25,3,10:01:41.357309874
5052.25,2,10:01:41.357345641
5052.0,1,10:01:41.358636522
5052.25,4,10:01:41.394605913
5052.25,1,10:01:41.394632084
5052.25,4,10:01:41.394714710
5052.25,1,10:01:41.394743363
5052.25,2,10:01:41.404957582
5052.25,3,10:01:41.405026895
5052.75,12,10:01:41.463282231
5052.5,63,10:01:41.463282231
5052.25,15,10:01:41.463282231
5052.75,1,10:01:41.463692572
5052.5,2,10:01:41.464424673
5052.25,1,10:01:41.467232352
5052.25,1,10:01:41.500917972
5052.25,1,10:01:41.686195484
5052.5,3,10:01:41.767902184
5052.25,1,10:01:42.153201227
5052.25,1,10:01:42.325333942
5052.25,4,10:01:42.325436818
5052.25,3,10:01:42.325542535
5052.25,7,10:01:42.325682596
5052.25,10,10:01:42.325766757
5052.25,4,10:01:42.325841306
5052.25,1,10:01:42.325841306
5052.25,4,10:01:42.325864375
5052.25,1,10:01:42.359928304
5052.25,3,10:01:42.360122704
5052.25,1,10:01:42.393752672
5052.0,1,10:01:42.402225998
5052.25,1,10:01:42.453056716
5052.25,1,10:01:42.461179296
5052.25,1,10:01:42.461468898
5052.25,1,10:01:42.461537652
5052.25,3,10:01:42.461841095
5052.25,3,10:01:42.462165222
5052.25,1,10:01:42.481497385
5052.5,1,10:01:42.530140478
5052.25,3,10:01:42.548003142
5052.25,1,10:01:42.566392054
5052.25,1,10:01:42.567291058
5052.25,3,10:01:42.567531891
5052.5,1,10:01:42.625859583
5052.25,4,10:01:42.689170844
5052.25,1,10:01:42.756396171
5052.25,2,10:01:42.814696650
5052.5,1,10:01:42.949700972
5052.25,1,10:01:42.954139702
5052.5,1,10:01:42.993757627
5052.25,1,10:01:43.329530959
5052.25,1,10:01:43.332475249
5052.25,1,10:01:43.336157243
5052.25,1,10:01:43.336196668
5052.5,1,10:01:43.478662954
5052.5,4,10:01:43.502961066
5052.5,14,10:01:43.503275507
5052.5,1,10:01:43.503745593
5052.5,12,10:01:43.514345823
5052.5,3,10:01:43.517029267
5052.25,1,10:01:43.579648925
5052.5,1,10:01:43.584315496
5052.5,1,10:01:43.592570658
5052.5,5,10:01:43.741283920
5052.5,3,10:01:43.741510296
5052.5,1,10:01:43.741612727
5052.5,1,10:01:43.741650461
5052.5,4,10:01:43.741782852
5052.5,1,10:01:43.741811106
5052.5,2,10:01:43.742358067
5052.5,3,10:01:43.749992473
5052.5,2,10:01:43.750149933
5052.5,1,10:01:43.750222360
5052.5,2,10:01:43.750566354
5052.75,2,10:01:43.768132068
5052.5,5,10:01:43.860327616
5052.5,1,10:01:43.900173189
5052.5,1,10:01:44.090794683
5052.75,1,10:01:44.248814850
5052.75,4,10:01:44.248890764
5052.5,1,10:01:44.261875542
5052.75,1,10:01:44.424750641
5052.75,4,10:01:44.424855514
5052.75,2,10:01:44.424936373
5052.75,2,10:01:44.424984377
5052.75,1,10:01:44.425010989
5052.75,1,10:01:44.425094469
5052.75,2,10:01:44.425151443
5052.75,1,10:01:44.425151443
5052.75,2,10:01:44.425190330
5052.75,5,10:01:44.425257807
5052.75,2,10:01:44.425322882
5052.75,10,10:01:44.425347135
5052.75,1,10:01:44.425382759
5052.75,10,10:01:44.425444194
5052.75,8,10:01:44.425544497
5052.75,2,10:01:44.473729146
5052.75,29,10:01:44.592946162
5052.5,2,10:01:44.594458983
5052.5,4,10:01:44.594773972
5052.5,1,10:01:44.594801870
5052.5,5,10:01:44.594862789
5052.5,3,10:01:44.594949203
5052.5,1,10:01:44.594975252
5052.5,2,10:01:44.595095626
5052.5,6,10:01:44.595172219
5052.5,3,10:01:44.595402845
5052.5,1,10:01:44.595546688
5052.5,3,10:01:44.595546688
5052.5,1,10:01:44.595663029
5052.5,2,10:01:44.595696854
5052.5,1,10:01:44.596316678
5052.5,4,10:01:44.599134551
5052.5,1,10:01:44.599332569
5052.5,1,10:01:44.599410336
5052.5,2,10:01:44.599410336
5052.5,1,10:01:44.599499110
5052.5,1,10:01:44.599700496
5052.25,4,10:01:44.637342581
5052.5,1,10:01:44.644166516
5052.5,2,10:01:44.724958127
5052.5,1,10:01:44.733610097
5052.25,31,10:01:44.736320474
5052.25,8,10:01:44.736514180
5052.25,3,10:01:44.768921816
5052.25,2,10:01:44.768994398
5052.25,10,10:01:44.769298573
5052.25,1,10:01:44.769790113
5052.25,1,10:01:44.769833208
5052.25,1,10:01:44.769879238
5052.25,2,10:01:44.791485648
5052.25,1,10:01:44.806370742
5052.25,1,10:01:44.872474568
5052.25,1,10:01:44.940566895
5052.0,1,10:01:44.968311871
5052.25,1,10:01:44.970266525
5052.25,10,10:01:44.970534533
5052.25,12,10:01:44.975164368
5052.25,1,10:01:44.993518702
5052.0,2,10:01:45.010405101
5052.25,1,10:01:45.045708840
5052.25,7,10:01:45.173100139
