66,5209.25,51,5209.5,09:53:48.404985050
66,5209.25,52,5209.5,09:53:48.405251344
66,5209.25,53,5209.5,09:53:48.405257965
65,5209.25,53,5209.5,09:53:48.405319432
65,5209.25,54,5209.5,09:53:48.405369868
64,5209.25,54,5209.5,09:53:48.405460196
52,5209.25,54,5209.5,09:53:48.405506149
52,5209.25,55,5209.5,09:53:48.405547814
52,5209.25,66,5209.5,09:53:48.405564483
52,5209.25,66,5209.5,09:53:48.405604573
51,5209.25,66,5209.5,09:53:48.405611242
51,5209.25,67,5209.5,09:53:48.405663480
47,5209.25,67,5209.5,09:53:48.405691737
42,5209.25,67,5209.5,09:53:48.406262920
41,5209.25,67,5209.5,09:53:48.406515923
41,5209.25,68,5209.5,09:53:48.406759166
41,5209.25,68,5209.5,09:53:48.410661943
40,5209.25,68,5209.5,09:53:48.414751904
40,5209.25,69,5209.5,09:53:48.414771280
37,5209.25,69,5209.5,09:53:48.414835378
36,5209.25,69,5209.5,09:53:48.414847957
35,5209.25,69,5209.5,09:53:48.414858601
34,5209.25,69,5209.5,09:53:48.414873852
33,5209.25,69,5209.5,09:53:48.414878745
32,5209.25,69,5209.5,09:53:48.414982193
32,5209.25,70,5209.5,09:53:48.414992347
31,5209.25,70,5209.5,09:53:48.415005275
30,5209.25,70,5209.5,09:53:48.415010360
27,5209.25,70,5209.5,09:53:48.415019865
26,5209.25,70,5209.5,09:53:48.415127092
25,5209.25,70,5209.5,09:53:48.415135435
25,5209.25,71,5209.5,09:53:48.415253860
26,5209.25,71,5209.5,09:53:48.415801922
29,5209.25,71,5209.5,09:53:48.415888241
32,5209.25,71,5209.5,09:53:48.415900772
29,5209.25,71,5209.5,09:53:48.416029978
26,5209.25,71,5209.5,09:53:48.416038903
27,5209.25,71,5209.5,09:53:48.430222015
30,5209.25,71,5209.5,09:53:48.430311854
33,5209.25,71,5209.5,09:53:48.430325589
36,5209.25,71,5209.5,09:53:48.430399203
37,5209.25,71,5209.5,09:53:48.430426285
38,5209.25,71,5209.5,09:53:48.430446618
39,5209.25,71,5209.5,09:53:48.430516175
39,5209.25,70,5209.5,09:53:48.430530153
40,5209.25,70,5209.5,09:53:48.430540457
40,5209.25,69,5209.5,09:53:48.431649347
40,5209.25,68,5209.5,09:53:48.431691837
42,5209.25,68,5209.5,09:53:48.431737495
43,5209.25,68,5209.5,09:53:48.431759130
44,5209.25,68,5209.5,09:53:48.431782523
45,5209.25,68,5209.5,09:53:48.431857917
44,5209.25,68,5209.5,09:53:48.441981207
44,5209.25,68,5209.5,09:53:48.540207254
44,5209.25,68,5209.5,09:53:48.540207254
44,5209.25,68,5209.5,09:53:48.540314005
43,5209.25,68,5209.5,09:53:48.559276679
41,5209.25,68,5209.5,09:53:48.559395510
40,5209.25,68,5209.5,09:53:48.559482965
39,5209.25,68,5209.5,09:53:48.559571303
39,5209.25,68,5209.5,09:53:48.562186159
39,5209.25,68,5209.5,09:53:48.562186159
39,5209.25,68,5209.5,09:53:48.564779354
39,5209.25,68,5209.5,09:53:48.564779354
39,5209.25,68,5209.5,09:53:48.578316279
39,5209.25,68,5209.5,09:53:48.578416814
39,5209.25,68,5209.5,09:53:48.578423729
39,5209.25,68,5209.5,09:53:48.582933986
40,5209.25,68,5209.5,09:53:48.601029565
43,5209.25,68,5209.5,09:53:48.601125398
43,5209.25,68,5209.5,09:53:48.650434664
43,5209.25,68,5209.5,09:53:48.657838666
43,5209.25,68,5209.5,09:53:48.657838666
43,5209.25,68,5209.5,09:53:48.657951929
44,5209.25,68,5209.5,09:53:48.688419771
44,5209.25,67,5209.5,09:53:48.688444744
45,5209.25,67,5209.5,09:53:48.688520125
46,5209.25,67,5209.5,09:53:48.688534036
47,5209.25,67,5209.5,09:53:48.688629762
59,5209.25,67,5209.5,09:53:48.688666301
60,5209.25,67,5209.5,09:53:48.688721294
60,5209.25,66,5209.5,09:53:48.688758280
60,5209.25,65,5209.5,09:53:48.688774626
60,5209.25,64,5209.5,09:53:48.688786252
60,5209.25,63,5209.5,09:53:48.688798207
60,5209.25,52,5209.5,09:53:48.688865172
60,5209.25,51,5209.5,09:53:48.688879543
60,5209.25,50,5209.5,09:53:48.688971993
60,5209.25,51,5209.5,09:53:48.689074162
60,5209.25,52,5209.5,09:53:48.692959463
60,5209.25,53,5209.5,09:53:48.692968650
59,5209.25,53,5209.5,09:53:48.696363781
59,5209.25,53,5209.5,09:53:48.697515722
59,5209.25,53,5209.5,09:53:48.697515722
59,5209.25,53,5209.5,09:53:48.700933112
59,5209.25,53,5209.5,09:53:48.700933112
59,5209.25,54,5209.5,09:53:48.703044067
58,5209.25,54,5209.5,09:53:48.703050860
46,5209.25,54,5209.5,09:53:48.703160498
