price,volume,timestamp
110.54,6,09:30:00.613516645
110.54,2,09:30:00.613606962
110.54,1,09:30:00.614012667
110.53,2,09:30:34.799687411
110.53,1,09:30:34.799687411
110.53,1,09:30:34.799771088
110.53,13,09:30:34.799797546
110.53,1,09:30:34.799797546
110.53,9,09:30:34.799797546
110.53,22,09:30:34.799797546
110.53,1,09:30:52.017549990
110.53,5,09:30:52.017707199
110.53,23,09:30:52.017737561
110.53,8,09:30:52.017737561
110.53,6,09:30:52.017737561
110.53,2,09:30:52.017737561
110.53,1,09:30:52.017737561
110.53,11,09:30:54.304521800
110.53,2,09:30:54.304593646
110.53,1,09:30:54.304736411
110.53,2,09:30:54.304736411
110.52,3,09:30:59.747360726
110.52,10,09:30:59.747892370
110.52,3,09:30:59.749055002
110.52,1,09:30:59.749841904
110.52,2,09:31:04.567848363
110.51,1,09:31:17.720349429
110.51,1,09:31:17.720514894
110.51,1,09:31:17.720799344
110.51,1,09:31:19.122426208
110.51,2,09:31:19.450821532
110.51,1,09:31:21.534875492
110.51,1,09:31:21.710277072
110.51,1,09:31:23.806624047
110.51,4,09:31:26.099227517
110.52,1,09:31:35.852482160
110.52,1,09:31:35.852560788
110.52,1,09:31:35.852849753
110.51,1,09:32:11.415030621
110.51,1,09:32:11.415324173
110.51,3,09:32:11.415339485
110.51,2,09:32:11.415339485
110.51,1,09:32:11.415339485
110.51,3,09:32:11.415352957
110.51,13,09:32:11.415352957
110.51,1,09:32:11.415374416
110.51,7,09:32:11.415374416
110.51,28,09:32:11.415374416
110.51,1,09:32:26.010554499
110.51,6,09:32:26.010656329
110.51,7,09:32:26.010681974
110.51,1,09:32:26.010681974
110.51,18,09:32:26.010681974
110.5,1,09:32:32.954476541
110.51,1,09:32:34.358702288
110.51,2,09:32:34.358773129
110.5,13,09:32:35.762762908
110.5,14,09:32:35.762762908
110.5,18,09:32:35.762762908
110.5,1,09:32:35.762762908
110.5,3,09:32:35.762762908
110.5,1,09:32:36.320069525
110.5,3,09:32:36.320181608
110.5,1,09:32:36.320217087
110.5,13,09:32:36.320217087
110.5,2,09:32:36.320217087
110.5,2,09:32:36.320786881
110.5,8,09:32:36.320786881
110.5,12,09:32:36.321108187
110.5,3,09:32:36.321266628
110.5,3,09:32:36.321430702
110.5,1,09:32:36.682623846
110.5,7,09:32:36.682623846
110.49,1,09:32:37.126549738
110.49,1,09:32:37.126574403
110.49,5,09:32:37.126574403
110.49,2,09:32:37.126574403
110.49,1,09:32:37.126595952
110.49,4,09:32:37.126595952
110.49,2,09:32:37.126595952
110.49,18,09:32:37.126595952
